Fish,Tank,Order,Time,Filter,Up/Down,Resting,Resting place,Hovering,Hovering place,Sinking/Floating,Transition type,Swimming,Stereotypic swimming,Stereotypic swimming group/batch,Stereotypic swimming type,Stereotypic swimming place,Stereotypic swimming number of repititions,Interation with surface,Interaction with surface type,Out of view,Nest building,Foraging
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.76,13,Pacing with a hover,Back wall,12,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.36,13,Pacing with a hover,Back wall,12,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.55,13,Pacing with a hover,Back wall,12,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.81,14,Pacing with a hover,Back wall,4,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.85,14,Pacing with a hover,Back wall,4,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,2.15,15,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.85,15,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.61,16,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.66,16,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.43,16,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.7,16,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.56,16,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.5,17,Pacing with a hover,Back wall,11,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.88,17,Pacing with a hover,Back wall,11,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.95,17,Pacing with a hover,Back wall,11,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,2.18,17,Pacing with a hover,Back wall,11,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.25,17,Pacing with a hover,Back wall,11,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.76,17,Pacing with a hover,Back wall,11,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,2.76,18,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.83,18,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.93,18,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,1.33,18,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,2.66,19,Zig zag,Back wall,4,,,,,
Kraken,Small,3,10:00 AM,,down,,,,,,,,5.95,19,Zig zag,Back wall,4,,,,,
Kraken,Small,3,2:00 PM,,down,7.75,Floor,,,,,3.13,4.83,1,Zig zag,Back wall,6,,,,,
Kraken,Small,3,2:00 PM,,down,5.66,Floor,,,,,4.83,4.51,1,Zig zag,Back wall,6,,,,,
Kraken,Small,3,2:00 PM,,down,2.86,Floor,,,,,15.1,4.96,1,Zig zag,Back wall,6,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,1.11,4.9,1,Zig zag,Back wall,6,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,3.28,3.96,2,Zig zag,Back wall,4,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,4.98,4.21,2,Zig zag,Back wall,4,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,3.48,1.66,3,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,4.05,1.65,3,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,4.53,1.6,3,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,4.66,2.15,3,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,1.56,1.53,5,Pacing with a hover,Back wall,5,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,2.98,1.36,5,Pacing with a hover,Back wall,5,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,1.75,1.35,5,Pacing with a hover,Back wall,5,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,7.35,3.2,5,Pacing with a hover,Back wall,5,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,0.88,1.55,6,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,1.3,1.53,6,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,5.05,1.41,6,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,3.08,1.48,6,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,6.41,1.68,7,Pacing with a hover,Back wall,4,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.55,7,Pacing with a hover,Back wall,4,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,2.01,8,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,3.41,8,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,2.21,8,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,3.1,9,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,2.06,9,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.4,9,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.91,9,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,0.98,10,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,0.95,10,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.46,10,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.45,10,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.9,10,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.61,11,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.46,11,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,2.1,11,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.56,11,Pacing with a hover,Back wall,8,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.35,12,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.13,12,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.08,12,Pacing with a hover,Back wall,7,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.16,13,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.73,14,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,2.4,14,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.1,14,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.25,14,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.21,14,Pacing with a hover,Back wall,10,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.38,15,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.2,15,Pacing with a hover,Back wall,3,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,0.75,16,Pacing with a hover,Back wall,13,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.45,16,Pacing with a hover,Back wall,13,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1,16,Pacing with a hover,Back wall,13,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.21,16,Pacing with a hover,Back wall,13,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.43,16,Pacing with a hover,Back wall,13,,,,,
Kraken,Small,3,2:00 PM,,down,,,,,,,,1.16,16,Pacing with a hover,Back wall,13,,,,,
Kraken,Small,3,6:00 PM,,down,12.05,Floor,,,,,8.33,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,10.1,Floor,,,,,15.41,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,45.55,Floor,,,,,5,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,4.5,Floor,,,,,5.53,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,4.26,Floor,,,,,9.86,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,6.9,Floor,,,,,4.53,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,3.7,Floor,,,,,11.23,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,4.65,Floor,,,,,6.45,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,12.23,Floor,,,,,11.05,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,3.8,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,13.96,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,3.81,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,6,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,11.08,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,2.13,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,4.45,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,8.05,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,6.66,,,,,,,,,,
Kraken,Small,3,6:00 PM,,down,,,,,,,5.88,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,1.11,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,4.53,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,1.18,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,5.5,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,7.11,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,2.15,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,3.81,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,1.01,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,6.35,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,4.96,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,7.3,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,5.48,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,5.18,,,,,,,,,,
Kraken,Medium,2,7:00 AM,Filter,down,,,,,,,8.8,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,5.26,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,4.73,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,1.08,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,11.2,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,1.73,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,4.41,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,7.7,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,3.9,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,1.4,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,3.5,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,3,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,1.96,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,10.96,,,,,,,,,,
Kraken,Medium,2,10:00 AM,Filter,down,,,,,,,3.53,,,,,,,,,,
Kraken,Medium,2,2:00 PM,Filter,down,,,,,,,2.56,,,,,,,,,,
Kraken,Medium,2,2:00 PM,Filter,down,,,,,,,2.5,,,,,,,,,,
Kraken,Medium,2,2:00 PM,Filter,down,,,,,,,5.66,,,,,,,,,,
Kraken,Medium,2,2:00 PM,Filter,down,,,,,,,1.83,,,,,,,,,,
Kraken,Medium,2,2:00 PM,Filter,down,,,,,,,5.23,,,,,,,,,,
Kraken,Medium,2,2:00 PM,Filter,down,,,,,,,3.15,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,31.95,Under or against plant,,,,,4.63,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,4.28,Floor,,,,,3.21,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,20.83,Under or against plant,,,,,3.2,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,8.91,Floor,,,,,1.31,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,2.25,Floor,,,,,28.23,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,0.2,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,17.56,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,4.2,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,4.61,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,36.15,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,12.21,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,14.1,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,10.43,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,31.88,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,16.43,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,10.21,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,3.68,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,1.63,,,,,,,,,,
Kraken,Medium,2,6:00 PM,Filter,down,,,,,,,8,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,7.76,Floor,4.36,Mid water column,,,20,17.36,1,Circles,Middle tank,3,,,,,36.85
Kraken,Large,4,7:00 AM,Filter,down,6.93,Floor,,,,,9.86,7.25,2,Circles,Middle tank,3,,,,,35.76
Kraken,Large,4,7:00 AM,Filter,down,14.65,Floor,,,,,5.03,19.18,3,Circles,Middle tank,3,,,,,
Kraken,Large,4,7:00 AM,Filter,down,4.66,Floor,,,,,13.28,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,31.88,Floor,,,,,10.96,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,15.85,Floor,,,,,29.21,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,10.35,Floor,,,,,27.35,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,8.33,Floor,,,,,2.8,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,9.65,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,5,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,6.51,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,20.95,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,10.7,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,8.5,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,9.01,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,4.83,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,20.33,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,1.6,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,37.78,,,,,,,,,,
Kraken,Large,4,7:00 AM,Filter,down,,,,,,,33.38,,,,,,,,,,
Kraken,Large,4,10:00 AM,Filter,down,2.5,Floor,,,,,4.65,13.43,1,Pacing,Middle tank,4,,,,,
Kraken,Large,4,10:00 AM,Filter,down,5.01,Floor,,,,,13.88,29.48,2,Pacing,Middle tank,4,,,,,
Kraken,Large,4,10:00 AM,Filter,down,4.83,Floor,,,,,2.81,20.11,3,Pacing,Middle tank,5,,,,,
Kraken,Large,4,10:00 AM,Filter,down,4.8,Floor,,,,,4.75,40.81,4,Pacing,Middle tank,17,,,,,
Kraken,Large,4,10:00 AM,Filter,down,8.61,Floor,,,,,2.85,23.26,5,Pacing,Middle tank,9,,,,,
Kraken,Large,4,10:00 AM,Filter,down,3.76,Floor,,,,,11.03,56.37,6,Pacing,Middle tank,18,,,,,
Kraken,Large,4,10:00 AM,Filter,down,9.23,Floor,,,,,1.96,17.43,7,Pacing,Middle tank,3,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,1.41,32.56,8,Pacing,Middle tank,5,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,5.73,23.51,9,Pacing,Middle tank,3,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,12.5,60.33,10,Pacing,Middle tank,9,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,21.71,,,,,,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,25.1,,,,,,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,23.9,,,,,,,,,,
Kraken,Large,4,10:00 AM,Filter,down,,,,,,,16.06,,,,,,,,,,
Kraken,Large,4,2:00 PM,Filter,down,14,Under or against plant,,,,,11.8,7.08,,Circles,Corner,8,,,8.19,,7.21
Kraken,Large,4,2:00 PM,Filter,down,6.01,Under or against plant,,,,,3.96,19.08,,Pacing,Back wall,5,,,,,58.45
Kraken,Large,4,2:00 PM,Filter,down,19.88,On or against barrel,,,,,21.31,10.11,,Circles,Corner,4,,,,,
Kraken,Large,4,2:00 PM,Filter,down,11.4,Under or against plant,,,,,10.25,8.35,,Circles,Corner,7,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,7.35,16.45,,Pacing,Back wall,8,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,7.8,2.65,,Circles,Corner,3,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,3.53,20.76,,Pacing,Back wall,6,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,7.31,20.05,,Pacing,Back wall,4,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,8.03,7.45,,Circles,Corner,6,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,9.63,8.53,,Circles,Corner,10,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,11.61,12.9,,Pacing,Back wall,3,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,9.48,17.21,,Pacing,Behind barrel,4,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,9.05,19.28,,Pacing,Behind barrel,6,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,16.01,3.75,,Circles,Corner,5,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,12.71,18.73,,Pacing,Back wall,5,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,7.51,,,,,,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,8.1,,,,,,,,,,
Kraken,Large,4,2:00 PM,Filter,down,,,,,,,6.18,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,10.78,Floor,,,,,10.08,9.13,,Circles,Middle tank,3,,,54.07,,33.43
Kraken,Large,4,6:00 PM,Filter,down,29.9,Floor,,,,,15.7,10.08,,Circles,Middle tank,3,,,25.6,,29.35
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,27.93,,,,,,,,10.01,,11.78
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,44.01,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,19.46,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,12.33,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,71.43,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,0.71,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,37.31,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,9.16,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,10.26,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,4.65,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,10.76,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,17.61,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,17.55,,,,,,,,,,
Kraken,Large,4,6:00 PM,Filter,down,,,,,,,7.23,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,2.46,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,5.88,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,2.9,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,5.81,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,9.36,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,20.33,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,26.91,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,20.01,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,27.1,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,13.93,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,21.13,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,13.23,,,,,,,,,,
Kraken,Barren,5,7:00 AM,Filter,down,,,,,,,17.23,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,5.28,Floor,6.05,Above ground,,,28.68,52.65,3,Pacing,Side tank,14,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,4.46,Above ground,,,4.41,25.48,8,Circles,Side tank,10,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,3,Above ground,,,11.61,29.95,9,Pacing,Side tank,7,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,3.28,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,2.71,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,4.46,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,4.81,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,17.6,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,9.73,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,1.81,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,5.51,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,2.6,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,2.63,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,4.41,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,1.16,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,30.45,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,30.18,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,2.83,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,3.35,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,5.65,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,4.78,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,4.65,,,,,,,,,,
Kraken,Barren,5,10:00 AM,Filter,down,,,,,,,5.76,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,7.16,Floor,5.73,Mid water column,,,2,25.55,2,Zig zag,Middle tank,12,,,,,19.58
Kraken,Barren,5,2:00 PM,Filter,down,1.98,Floor,3.15,Mid water column,,,7.26,45.05,3,Pacing,Back wall,11,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,6.68,Floor,7.56,Mid water column,,,9.28,33.08,4,Pacing,Back wall,7,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,6.51,Above ground,,,4.98,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,6.98,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,16.48,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,11.6,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,15.4,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,16.65,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,20.16,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,3.06,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,10.86,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,9.01,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,9.05,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,4.63,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,2.6,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,5.65,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,11.98,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,6.85,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,3.23,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,4.53,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,14.73,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,5.8,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,4.55,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,4.25,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,35.8,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,2.16,,,,,,,,,,
Kraken,Barren,5,2:00 PM,Filter,down,,,,,,,9.58,,,,,,,,,,
