Fish,Tank,Order,Time,Filter,Up/Down,Resting,Resting place,Hovering,Hovering place,Sinking/Floating,Transition type,Swimming,Stereotypic swimming,Stereotypic swimming group/batch,Stereotypic swimming type,Stereotypic swimming place,Stereotypic swimming number of repititions,Interation with surface,Interaction with surface type,Out of view,Nest building,Foraging
Dragon,Barren,5,7:00 AM,Filter,up,33.68,Filter,5.06,Just under surface,,,253.69,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,7.21,Surface,9.88,Just under surface,,,13.55,,,,,,24.9,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,10:00 AM,Filter,up,5.48,Surface,,,,,28.9,,,,,,12.81,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,up,63.06,Filter,,,,,19.05,,,,,,1.38,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,up,7.98,Filter,,,,,4.33,,,,,,2.56,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,up,61.63,Filter,,,,,1.3,,,,,,3.93,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,20.88,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,8.66,17.1,1,Pacing,Back wall,4,1.55,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,3.15,22.8,4,Pacing,Back wall,3,3.08,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,13.33,20.81,5,Pacing,Back wall,4,2.3,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,22.45,,,,,,9.85,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,18.21,,,,,,3.96,Swim up and down side (see reflection?),,,
Dragon,Medium,4,2:00 PM,Filter,up,51.42,Plant leaves,,,,,4.43,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,71.53,Plant leaves,3,Just under surface,,,12.2,,,,,,,,,91.2,
Dragon,Large,1,10:00 AM,Filter,up,64.87,On or against barrel,8.51,Just under surface,,,7.96,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,3.35,Just under surface,,,13.41,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,7.3,Just under surface,,,3.46,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,28.95,21.3,3,Pacing,Back wall,4,15.41,Head shake/swim into wall,,,
Dragon,Small,2,7:00 AM,,up,22.57,Plant leaves,8.03,Just under surface,,,298.56,11.27,1,Pacing,Front wall,7,,,,,
Dragon,Small,2,7:00 AM,,up,4.63,Surface,9.43,Mid water column,,,,5.01,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,3.46,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,3.76,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,5.75,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,5.93,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,6,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,2.56,3,Pacing,Front wall,3,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,7.83,4,Pacing,Front wall,15,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,4.15,6,Pacing,Front wall,9,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,7.25,6,Pacing,Front wall,9,,,,,
Dragon,Small,2,7:00 AM,,up,,,,,,,,34.28,7,Pacing,Front wall,9,,,,,
Dragon,Small,2,10:00 AM,,up,6.71,Plant leaves,6.08,Just under surface,,,4.5,2.46,2,Pacing,Front wall,12,,,,68.27,
Dragon,Small,2,10:00 AM,,up,26,Plant leaves,5.45,Just under surface,,,6.73,3.2,2,Pacing,Front wall,12,,,,37.36,
Dragon,Small,2,10:00 AM,,up,24.95,Plant leaves,3.85,Just under surface,,,16.5,5.21,6,Pacing,Front wall,5,,,,,
Dragon,Small,2,10:00 AM,,up,8.86,Plant leaves,5.05,Just under surface,,,3.85,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,6.36,Plant leaves,4.01,Just under surface,,,6.65,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,8.78,Plant leaves,7.61,Just under surface,,,11.1,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,6.71,Just under surface,,,7.81,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,6.95,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,4.2,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,2.08,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,5.3,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,11.91,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,9.21,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,10.4,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,6.36,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,9.53,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,2.35,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,9.58,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,37.53,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,13.63,,,,,,,,,,
Dragon,Small,2,10:00 AM,,up,,,,,,,27.88,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,3.15,Plant leaves,11.79,Just under surface,,,6.28,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,16.46,Plant leaves,9.33,Just under surface,,,4.76,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,65.22,Plant leaves,10.13,Just under surface,,,13.36,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,4,Mid water column,,,1.4,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,7.43,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,6.2,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,8.55,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,6.35,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,14.36,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,5.51,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,3.31,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,6.65,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,12.05,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,15.63,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,4.66,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,4.28,,,,,,,,,,
Dragon,Small,2,2:00 PM,,up,,,,,,,2.6,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,9.86,Surface,,,,,10.7,3.2,1,Pacing,Front wall,4,4.1,Head shake/swim into wall,,,
Dragon,Small,2,6:00 PM,,up,140.4,Surface,,,,,25.05,5.38,1,Pacing,Front wall,4,,,,,
Dragon,Small,2,6:00 PM,,up,13.66,Plant leaves,,,,,29.95,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,31.51,Plant leaves,,,,,35.05,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,25.93,Plant leaves,,,,,14.93,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,13.13,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,25.63,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,18.28,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,21.3,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,11.21,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,5.43,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,5.13,,,,,,,,,,
Dragon,Small,2,6:00 PM,,up,,,,,,,15.2,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,9.35,Plant leaves,9.4,Mid water column,,,4.21,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,14.9,Plant leaves,,,,,6.13,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,5.86,Plant leaves,,,,,9.81,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,29.41,Plant leaves,,,,,7.85,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,3.21,Plant leaves,,,,,4.2,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,15.01,Plant leaves,,,,,16.45,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,37.15,Plant leaves,,,,,14.33,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,,,,,,,10.3,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,,,,,,,16.85,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,,,,,,,3.88,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,,,,,,,7.35,,,,,,,,,,
Dragon,Medium,4,7:00 AM,Filter,up,,,,,,,8.21,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,64.75,Plant leaves,,,,,11.31,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,39.58,Plant leaves,,,,,6.03,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,177.4,Plant leaves,,,,,5.25,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,3.33,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,5.6,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,14.75,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,9.05,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,22.96,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,6.03,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,17.81,,,,,,,,,,
Dragon,Medium,4,10:00 AM,Filter,up,,,,,,,3,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,9.35,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,6.5,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,4.18,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,9.08,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,15.71,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,4.7,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,8.26,,,,,,,,,,
Dragon,Medium,4,2:00 PM,Filter,up,,,,,,,9.2,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,2.68,Plant leaves,49.33,Just under surface,,,10.41,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,30.35,Plant leaves,,,,,2.75,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,31.13,Plant leaves,,,,,9.9,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,21,Plant leaves,,,,,6.05,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,,,,,,,5.75,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,,,,,,,11.63,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,,,,,,,28.01,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,,,,,,,4.68,,,,,,,,,,
Dragon,Medium,4,6:00 PM,Filter,up,,,,,,,6.9,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,2.38,On or against barrel,10.21,Mid water column,,,4.5,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,11.65,On or against barrel,,,,,9.43,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,2.93,On or against barrel,,,,,12.23,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,61.47,Plant leaves,,,,,9.81,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,7.51,On or against barrel,,,,,2.16,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,4.13,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,5.23,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,16.41,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,4.48,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,6.56,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,14.28,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,4.4,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,3.46,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,14.75,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,9.5,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,13.98,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,24.15,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,24.63,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,7.65,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,22.86,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,4.28,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,4.78,,,,,,,,,,
Dragon,Large,1,7:00 AM,Filter,up,,,,,,,0.5,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,94.17,On or against barrel,,,,,10.11,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,14.51,On or against barrel,,,,,15.33,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,17.26,On or against barrel,,,,,2.53,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,2.81,Plant leaves,,,,,4.86,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,17.4,On or against barrel,,,,,9.55,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,2.38,Filter,,,,,2.23,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,13.9,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,19.83,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,10.25,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,3.6,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,23.66,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,5.26,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,10.66,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,8.56,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,11.05,,,,,,,,,,
Dragon,Large,1,10:00 AM,Filter,up,,,,,,,25.91,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,1.83,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,10.81,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,10.13,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,10.66,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,17.58,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,9.71,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,21.28,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,2.06,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,2.38,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,3.53,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,12.05,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,28.26,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,16.11,,,,,,,,,,
Dragon,Large,1,2:00 PM,Filter,up,,,,,,,13.16,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,9.16,On or against barrel,,,,,25.16,,,,,,,,9.31,,
Dragon,Large,1,6:00 PM,Filter,up,9.2,On or against barrel,,,,,9.06,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,2.56,Plant leaves,,,,,5.55,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,14.41,On or against barrel,,,,,3.36,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,39.26,On or against barrel,,,,,1.6,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,3.38,Plant leaves,,,,,7.85,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,1,On or against barrel,,,,,3.13,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,21.21,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,4.88,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,26.25,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,17.53,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,2.35,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,6.96,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,7.63,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,8.85,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,3.5,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,11.91,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,6.25,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,3.01,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,3.7,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,3.66,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,15.43,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,15.38,,,,,,,,,,
Dragon,Large,1,6:00 PM,Filter,up,,,,,,,3.58,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,23.86,Filter,,,,,7.06,,,,,,6.51,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,10:00 AM,Filter,up,6.8,Surface,,,,,1.83,,,,,,2.76,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,10:00 AM,Filter,up,4.68,Filter,,,,,21.21,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,19.23,Filter,,,,,4.95,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,3.81,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,1.91,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,10.71,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,10.5,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,5.71,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,9.16,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,15.58,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,8.05,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,1.45,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,3.31,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,1.88,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,6.8,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,14.06,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,6.56,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,1.65,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,45.43,,,,,,,,,,
Dragon,Barren,5,10:00 AM,Filter,up,,,,,,,2.96,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,21.31,,,,,,6.06,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,13.4,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,1.51,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,18.28,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,4,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,12.5,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,3.38,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,1.61,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,7.38,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,16.43,,,,,,,,,,
Dragon,Barren,5,2:00 PM,Filter,up,,,,,,,4.93,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,8.41,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,2.25,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,1.53,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,15.03,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,7.85,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,32.55,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,4.95,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,26.3,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,11.03,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,9.85,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,18.5,,,,,,,,,,
Dragon,Barren,5,6:00 PM,Filter,up,,,,,,,12.3,,,,,,,,,,
Dragon,Barren,5,7:00 AM,Filter,down,38.2,Floor,3.76,Above ground,,,187.21,17.78,1,Pacing,Back wall,4,62.44,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,10:00 AM,Filter,down,38.2,Floor,10.73,Above ground,,,6.41,18.21,1,Pacing,Front wall,5,2.36,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,10:00 AM,Filter,down,,,12.21,Above ground,,,3.81,,,,,,5.18,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,down,16.05,Floor,27.73,Above ground,,,9.83,30,1,Pacing,Back wall,4,16.25,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,down,6.01,Floor,4.21,Above ground,,,8.21,,,,,,5.8,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,down,,,,,,,9.4,,,,,,2.78,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,6:00 PM,Filter,down,,,,,,,4.1,,,,,,6.18,Aggressive swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,down,13.05,Floor,9.81,Mid water column,,,1.15,20.98,2,Pacing,Back wall,4,5.88,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,down,,,,,,,16.93,,,,,,9.16,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,down,,,,,,,6.86,,,,,,6.76,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,down,,,,,,,6.86,,,,,,3.33,Swim up and down side (see reflection?),,,
Dragon,Barren,5,2:00 PM,Filter,down,,,,,,,10.5,,,,,,5.75,Swim up and down side (see reflection?),,,
Dragon,Medium,4,2:00 PM,Filter,down,10.83,Floor,,,,,9.73,,,,,,4.31,Fold into ground/scraped side,,,
Dragon,Small,2,2:00 PM,,down,11.4,Floor,,,,,5.86,17.7,1,Pacing,Front wall,5,2.96,Head shake/swim into wall,,,
Dragon,Large,1,10:00 AM,Filter,down,7.71,Floor,,,,,9.16,,,,,,3.58,Head shake/swim into wall,,,8.45
Dragon,Large,1,2:00 PM,Filter,down,109,Floor,,,,,11.95,,,,,,5.18,Head shake/swim into wall,,,
Dragon,Large,1,2:00 PM,Filter,down,11.61,Floor,,,,,2.76,,,,,,4.11,Head shake/swim into wall,,,
Dragon,Barren,5,2:00 PM,Filter,down,,,13.96,Mid water column,,,5.83,,,,,,1.88,Swim up and down side (see reflection?),,,
Dragon,Small,2,7:00 AM,,down,,,,,,,39.28,6.41,1,Pacing,Front wall,7,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,1.9,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,2.88,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,5.36,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,4.43,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,9.91,2,Pacing,Front wall,20,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,8.83,3,Pacing,Front wall,3,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,35.43,4,Pacing,Front wall,15,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,12.71,5,Pacing,Front wall,5,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,6.98,6,Pacing,Front wall,9,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,7.96,6,Pacing,Front wall,9,,,,,
Dragon,Small,2,7:00 AM,,down,,,,,,,,22.11,8,Pacing,Front wall,8,,,,,
Dragon,Small,2,10:00 AM,,down,7.63,Floor,,,,,9.31,20.71,1,Pacing,Front wall,6,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,3.36,24.18,2,Pacing,Front wall,12,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,2.66,20.75,3,Pacing,Front wall,13,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,3.53,9.18,4,Pacing,Front wall,7,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,7.61,12.3,5,Pacing,Front wall,4,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,6.5,7.48,6,Pacing,Front wall,5,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,3.78,,,,,,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,11.16,,,,,,,,,,
Dragon,Small,2,10:00 AM,,down,,,,,,,2.18,,,,,,,,,,
